date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_AROONOSC,exit0_AROONOSC
2021-06-30,134.2073974609375,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-01,134.5111846923828,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-07-02,137.1471405029297,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-06,139.16571044921875,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-07-07,141.66445922851562,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-08,140.36122131347656,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-07-09,142.1936492919922,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-07-12,141.59588623046875,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-13,142.71295166015625,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-07-14,146.1524200439453,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-07-15,145.49586486816406,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2021-07-16,143.44789123535156,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-19,139.58709716796875,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-07-20,143.21270751953125,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-07-21,142.47779846191406,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-07-22,143.8496551513672,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571429],[None],[64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571429,64.28571428571429
2021-07-23,145.5742950439453,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571429],[None],[64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571429,64.28571428571429
2021-07-26,145.9956512451172,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2021-07-27,143.82025146484375,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2021-07-28,142.06622314453125,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[35.714285714285715],[None],[35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],35.714285714285715,35.714285714285715
2021-07-29,142.71295166015625,46,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[35.714285714285715],[None],[35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],35.714285714285715,35.714285714285715
2021-07-30,142.92855834960938,46,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -46, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-14.285714285714288],[None],[-14.285714285714288],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714288,-14.285714285714288
2021-08-02,142.59539794921875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714285],[None],[-14.285714285714285],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714285,-14.285714285714285
2021-08-03,144.3983917236328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714286],[None],[-14.285714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714286,-14.285714285714286
2021-08-04,143.99661254882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714288],[None],[-14.285714285714288],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714288,-14.285714285714288
2021-08-05,144.10446166992188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714286],[None],[-14.285714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714286,-14.285714285714286
2021-08-06,143.41748046875,0,[True],[False],BUY. Shares: 45,Entry conditions met: True,{},"{'order_size': 45, 'order_price': None, 'order_valid': None, 'order_status': 1}",[35.714285714285715],[None],[35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],35.714285714285715,35.714285714285715
2021-08-09,143.368408203125,45,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[35.714285714285715],[None],[35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],35.714285714285715,35.714285714285715
2021-08-10,142.88754272460938,45,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -45, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-14.285714285714288],[None],[-14.285714285714288],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714288,-14.285714285714288
2021-08-11,143.14268493652344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714285],[None],[-14.285714285714285],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714285,-14.285714285714285
2021-08-12,146.1162109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714286],[None],[-14.285714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714286,-14.285714285714286
2021-08-13,146.32235717773438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714288],[None],[-14.285714285714288],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714288,-14.285714285714288
2021-08-16,148.30467224121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714286],[None],[-14.285714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714286,-14.285714285714286
2021-08-17,147.39202880859375,0,[True],[False],BUY. Shares: 44,Entry conditions met: True,{},"{'order_size': 44, 'order_price': None, 'order_valid': None, 'order_status': 1}",[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-08-18,143.63339233398438,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-08-19,143.96705627441406,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-08-20,145.42930603027344,44,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-08-23,146.9209442138672,44,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -44, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-14.285714285714292],[None],[-14.285714285714292],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714292,-14.285714285714292
2021-08-24,146.83261108398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714292],[None],[-14.285714285714292],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714292,-14.285714285714292
2021-08-25,145.59609985351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714278],[None],[-14.285714285714278],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714278,-14.285714285714278
2021-08-26,144.79136657714844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714285],[None],[-14.285714285714285],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714285,-14.285714285714285
2021-08-27,145.83168029785156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714292],[None],[-14.285714285714292],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714292,-14.285714285714292
2021-08-30,150.26744079589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-14.285714285714285],[None],[-14.285714285714285],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-14.285714285714285,-14.285714285714285
2021-08-31,149.00148010253906,0,[True],[False],BUY. Shares: 43,Entry conditions met: True,{},"{'order_size': 43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2021-09-01,149.66880798339844,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2021-09-02,150.78758239746094,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571428],[None],[64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571428,64.28571428571428
2021-09-03,151.4254608154297,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571429],[None],[64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571429,64.28571428571429
2021-09-07,153.77093505859375,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571429],[None],[64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571429,64.28571428571429
2021-09-08,152.22036743164062,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2021-09-09,151.19972229003906,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-09-10,146.19476318359375,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-09-13,146.76393127441406,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-09-14,145.36056518554688,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-09-15,146.253662109375,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-09-16,146.01809692382812,43,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-42.857142857142854],[None],[-42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.857142857142854,-42.857142857142854
2021-09-17,143.33895874023438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-09-20,140.277099609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.14285714285714],[None],[-57.14285714285714],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285714,-57.14285714285714
2021-09-21,140.75794982910156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571428],[None],[-64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571428,-64.28571428571428
2021-09-22,143.1328582763672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2021-09-23,144.09461975097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2021-09-24,144.1829376220703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571428],[None],[-64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571428,-64.28571428571428
2021-09-27,142.66183471679688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2021-09-28,139.26629638671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2021-09-29,140.16917419433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2021-09-30,138.86390686035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-50.0],[None],[-50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-50.0,-50.0
2021-10-01,139.9924774169922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-10-04,136.5478973388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2021-10-05,138.481201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2021-10-06,139.3546142578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-92.85714285714286],[None],[-92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-92.85714285714286,-92.85714285714286
2021-10-07,140.6205596923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428572],[None],[-85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428572,-85.71428571428572
2021-10-08,140.23780822753906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-78.57142857142857],[None],[-78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-78.57142857142857,-78.57142857142857
2021-10-11,140.14952087402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-10-12,138.87371826171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-10-13,138.284912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-10-14,141.08180236816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.857142857142854],[None],[-42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.857142857142854,-42.857142857142854
2021-10-15,142.14170837402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2021-10-18,143.81980895996094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2021-10-19,145.98866271972656,0,[True],[False],BUY. Shares: 43,Entry conditions met: True,{},"{'order_size': 43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2021-10-20,146.47930908203125,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-10-21,146.6952667236328,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2021-10-22,145.91995239257812,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-10-25,145.8708953857422,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-10-26,146.53823852539062,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-10-27,146.07699584960938,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-10-28,149.72769165039062,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571429],[None],[64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571429,64.28571428571429
2021-10-29,147.00930786132812,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-11-01,146.1849365234375,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-11-02,147.22518920898438,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142858],[None],[78.57142857142858],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142858,78.57142857142858
2021-11-03,148.66778564453125,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-11-04,148.14768981933594,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2021-11-05,148.67837524414062,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2021-11-08,147.8528594970703,43,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2021-11-09,148.2164764404297,43,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -43, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-7.142857142857146],[None],[-7.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857146,-7.142857142857146
2021-11-10,145.3761749267578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857139],[None],[-7.142857142857139],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857139,-7.142857142857139
2021-11-11,145.3270263671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857146],[None],[-7.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857146,-7.142857142857146
2021-11-12,147.4105682373047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857142],[None],[-7.142857142857142],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857142,-7.142857142857142
2021-11-15,147.42039489746094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857142],[None],[-7.142857142857142],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857142,-7.142857142857142
2021-11-16,148.4031982421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857144],[None],[-7.142857142857144],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857144,-7.142857142857144
2021-11-17,150.8503875732422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-7.142857142857143],[None],[-7.142857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-7.142857142857143,-7.142857142857143
2021-11-18,155.15504455566406,0,[True],[False],BUY. Shares: 41,Entry conditions met: True,{},"{'order_size': 41, 'order_price': None, 'order_valid': None, 'order_status': 1}",[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2021-11-19,157.7890167236328,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-11-22,158.2509002685547,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[35.71428571428571],[None],[35.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],35.71428571428571,35.71428571428571
2021-11-23,158.6342010498047,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.857142857142854],[None],[42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.857142857142854,42.857142857142854
2021-11-24,159.1550750732422,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-11-26,154.11326599121094,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-11-29,157.4843292236328,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.857142857142854],[None],[42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.857142857142854,42.857142857142854
2021-11-30,162.457275390625,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-12-01,161.93637084960938,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2021-12-02,160.94374084472656,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2021-12-03,159.0567626953125,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-12-06,162.47695922851562,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2021-12-07,168.2361602783203,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2021-12-08,172.06906127929688,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-12-09,171.5580596923828,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-12-10,176.36395263671875,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2021-12-13,172.71774291992188,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2021-12-14,171.33200073242188,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2021-12-15,176.21653747558594,41,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
